0.5,0.5,0.5,0.5
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,1.0
0.5,1.0,1.0,0.5
0.5,1.0,0.5,0.5
0.5,1.0,0.5,0.25
0.25,1.0,0.125,0.25
0.25,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
0.1875,0.3125,0.125,0.25
